mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh2,diachi_tinhtp,xeploai,soquyetdinh,ngaycapvb,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,diemrl_TB,dtb_hk1,dtb_hk2,dtb_hk3,dtb_hk4,dtb_hk5,dtb_hk6,dtb_hk7,dtb_hk8,dtb_hk9,dtb_hk10,chungchi_av,dtb_toankhoa,dtb_tichluy,sotc_tichluy,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_daura,hocky_thu,label
3A8DC76BXPvAibaEXe/waquVAMA8Tk6+UT/Qyju7,1998,Nam, Hà Tĩnh, MMTT0001, MMT&TT, CQUI,2016, D480102, Tỉnh Hà Tĩnh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.84,4.98,7.3,8.02,6.36,7.4,7.68,7.57,7.79,7.7,0,7.4,7.4,156,13,17,4,22,22,4,14,24,22,14,121,10,0
3A8C2FB6XPvAibaEXe+dVXFbWVwKlRWzplOaZLu9,1998,Nam, Vĩnh Long, MMTT0001, MMT&TT, CQUI,2016, D480299, Tỉnh Tiền Giang,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38,5.17,6.63,6.69,5.83,6.54,1.6,6.44,6.03,7.31,0,6.5,6.94,160,17,19,22,22,15,19,4,15,17,10,121,10,0
3A751C91XPvAibaEXe876wt31yGPP4jtOTSRHqgW,1998,Nam, Nghệ An, CNTT0001, KTTT, CQUI,2016, D480201, Tỉnh Nghệ An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.12,5.71,6.65,5.55,6.0,5.63,5.47,7.18,6.84,7.69,0,6.8,6.96,171,13,15,23,21,4,24,22,14,14,21,125,10,0
3A2BE3ECXPvAibaEXe/hadw09FE3WmcRG1NdhIvW,1998,Nam, Đắk Lắk, MMTT2016, MMT&TT, CQUI,2016, D480102, Tỉnh Đắk Nông,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.06,5.6,2.87,0.95,4.15,6.5,0.33,0.0,-1.0,-1.0,0,4.22,6.56,155,17,21,23,23,11,24,24,12,-1,-1,121,8,0
3A14E413XPvAibaEXe9uaaZ/YedHVADddd6jtCYd,1998,Nam, Nghệ An, CNTT0001, KTTT, CQUI,2016, D480201, Tỉnh Nghệ An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.94,4.15,7.5,6.68,6.57,3.2,6.45,6.46,6.29,7.53,0,7.02,7.02,169,17,15,4,23,22,4,24,25,17,18,125,10,0
D20DDE4FXPvAibaEXe8HWu5TvPOfaN9KOnh24+IZ,1998,Nam, Đắk Lắk, KHMT0001, KHMT, CQUI,2016, D480101, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.52,5.67,5.95,7.41,5.0,7.31,6.07,6.36,6.7,9.5,0,6.63,6.76,160,17,19,21,18,4,23,18,20,16,4,126,10,0
3B582529XPvAibaEXe8FAisiSJM2IrqJDUgjWexI,1998,Nam, Quảng Nam, HTTT0001, HTTT, CQUI,2016, D480104, Tỉnh Quảng Nam,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.4,7.26,7.8,6.99,6.55,7.11,8.47,7.35,7.33,-1.0,0,7.52,7.52,160,13,14,21,20,24,22,23,14,9,-1,140,9,0
DA324490XPvAibaEXe9G2n4phUxISKrqsRoHVin+,1998,Nam, Hải Dương, HTTT0001, HTTT, CLC,2016, D480104, Tỉnh Hải Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.82,1.76,4.1,4.75,6.48,5.0,4.45,4.58,4.95,6.64,0,5.74,6.08,161,15,11,4,21,21,4,24,22,20,19,140,10,0
35E827FFXPvAibaEXe8Pno0mP3gNIkepSKFzPRJ1,1997,Nam, Gia Lai, KTPM0001, CNPM, CLC,2016, D480103, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.11,4.64,6.38,7.2,6.21,6.87,5.94,8.02,6.9,8.7,0,7.08,7.12,183,19,17,23,21,21,19,24,19,10,10,136,10,0
359C901EXPvAibaEXe/HQN1XeSL1BLJJHKbqsbhD,1998,Nam, Thành phố Hồ Chí Minh, TMĐT2016, HTTT, CQUI,2016, D52480104, Thành phố Hồ Chí Minh, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.97,6.98,8.34,8.42,7.87,7.84,8.63,8.35,-1.0,-1.0,1,7.91,7.91,124,13,17,17,21,19,17,12,8,-1,-1,126,8,0
D78C5CEAXPvAibaEXe+M8JaUhbJyefbGwLnKhrRd,1998,Nam, Kon Tum, TMĐT2016, HTTT, CQUI,2016, D52480104, Tỉnh Kon Tum, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.5,7.91,8.4,8.26,8.42,8.52,8.68,8.95,-1.0,-1.0,0,8.39,8.39,136,17,21,21,21,19,17,12,8,-1,-1,126,8,0
AD8485D9XPvAibaEXe+M8JaUhbJyeQZp08EAdkvu,1998,Nam, Bình Định, CNTT2016, KTTT, CQUI,2016, D480201, Huyện Tuy Phước,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.38,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,7.38,7.38,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,125,1,1
D7947438XPvAibaEXe9XrYsEpevBo8LLnPXfgpYn,1998,Nam, Quảng Ngãi, HTTT0001, HTTT, CQUI,2016, D480104, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.28,6.86,7.4,7.15,5.2,6.85,5.47,5.79,6.62,8.0,0,6.85,6.85,178,17,19,24,21,20,22,20,18,10,7,140,10,0
D798FB1BXPvAibaEXe92CdOgj+Qa/RF6cGtj1Bzl,1998,Nam, Đắk Lắk, CNTT0001, KTTT, CQUI,2016, D480201, Tỉnh Đắk Lắk, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.18,6.89,8.2,7.1,7.73,8.09,8.22,8.8,-1.0,-1.0,0,7.69,7.69,140,17,19,23,23,16,19,13,10,-1,-1,125,8,0
32425155XPvAibaEXe/jd8ghaf1GTDJ2RkglGilP,1998,Nam, Đắk Lắk, CNTT0001, KTTT, CQUI,2016, D480201, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.72,3.63,7.56,6.74,5.4,6.83,6.77,5.93,6.9,-1.0,0,6.79,6.87,167,17,15,24,24,4,22,23,21,17,-1,125,9,0
3237312AXPvAibaEXe9BgVwdGgzpaWPBzMunWFH4,1998,Nam, Thành phố Hồ Chí Minh, PMCL2016.1, CNPM, CLC,2016, D480103, Thành phố Hồ Chí Minh, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.83,6.8,8.27,7.68,5.48,7.34,6.56,7.19,8.46,-1.0,0,7.47,7.47,154,19,15,21,17,17,19,17,16,13,-1,121,9,0
D86BB62EXPvAibaEXe/v5x/h23myCdVDMENwOHHV,1998,Nam, Thành phố Hồ Chí Minh, PMCL2016.3, CNPM, CLC,2016, D480103, Huyện Bình Chánh, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.33,7.63,8.22,7.82,1.33,8.08,7.88,8.02,8.8,-1.0,1,8.05,8.12,162,19,15,15,20,16,24,23,20,10,-1,121,9,0
32180497XPvAibaEXe/t7ClCI88v7sGEqCvtpJrq,1998,Nam, Gia Lai, KTPM0001, CNPM, CLC,2016, D480103, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.17,4.54,6.23,6.0,8.3,6.36,6.05,4.63,5.63,3.79,0,6.63,6.75,173,15,15,21,24,4,12,23,23,21,15,136,10,0
D8C5E6AEXPvAibaEXe+XQbEHiLBIRcv+3+egRe9e,1998,Nam, Thành phố Hồ Chí Minh, KHMT0001, KHMT, CQUI,2016, D480101, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6,6.98,7.75,7.28,6.84,8.43,0.0,0.0,-1.0,-1.0,0,6.25,7.44,146,19,21,20,20,20,16,15,15,-1,-1,126,8,0
D8E39F03XPvAibaEXe88G96lR9q/HT9qRGKkXQxj,1998,Nam, Quảng Trị, KHMT0001, KHMT, CQUI,2016, D480101, Tỉnh Quảng Trị,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.9,6.06,6.72,7.21,5.9,6.2,2.63,5.24,3.9,5.14,0,5.73,6.56,139,13,17,20,21,4,8,12,9,12,23,126,10,0
D907516FXPvAibaEXe+JF4o+SEKcGHJ11J0czGJq,1998,Nam, Sóc Trăng, HTTT0001, HTTT, CLC,2016, D480104, Tỉnh Bình Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.92,3.53,7.5,6.11,3.94,0.0,1.82,0.13,8.31,7.5,0,6.78,6.96,146,19,19,4,23,20,4,22,16,7,12,140,10,0
D91E5619XPvAibaEXe8G+DN2/i3pr/E/gR0jHz1z,1996,Nam, Lâm Đồng, HTTT0001, HTTT, CLC,2016, D480104, Tỉnh Lâm Đồng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.64,5.74,6.59,6.66,6.43,6.29,6.95,8.03,7.94,7.8,0,6.78,6.78,174,19,20,22,19,24,23,21,7,16,3,140,10,0
33065DEFXPvAibaEXe/WTR5UGsYutCOajmigVrAj,1998,Nam, Nghệ An, HTTT2016, HTTT, CQUI,2016, D480104, Tỉnh Nghệ An, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.95,5.39,6.4,6.92,7.2,6.46,5.3,6.1,6.79,7.01,0,6.52,6.64,159,13,15,24,21,15,15,4,22,17,13,140,10,0
317F4908XPvAibaEXe9WGATIMl02LLeAEzyRzdkc,1995,Nam, Thành phố Hồ Chí Minh, KHTN2016, KHMT, CNTN,2016, D480101, Thành phố Biên Hoà, 777/QĐ-ĐHCNTT, 777/QĐ-ĐHCNTT,2020-11-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.86,8.36,7.87,7.15,8.21,9.13,8.17,9.9,-1.0,-1.0,1,8.46,8.46,149,17,23,22,20,22,16,19,10,-1,-1,121,8,1
3129ED21XPvAibaEXe+Y2Dmraxe1iUz2qYKUheXA,1998,Nam, Thành phố Hồ Chí Minh, ATTT2016, MMT&TT, CQUI,2016, D480299, Thành phố Hồ Chí Minh, 878/QĐ-ĐHCNTT, 878/QĐ-ĐHCNTT,2020-12-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.01,7.14,7.05,7.0,8.21,7.37,9.0,7.47,7.71,-1.0,0,7.49,7.49,148,17,17,22,22,18,18,3,18,13,-1,131,9,0
3126A55BXPvAibaEXe8Ve7JqRML75QoATwEngbtB,1998,Nam, Thành phố Hồ Chí Minh, KTPM0001, CNPM, CQUI,2016, D480103, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.67,6.36,6.19,6.14,7.4,7.09,7.34,4.14,6.04,4.84,0,7.06,7.24,173,17,17,24,20,4,17,24,7,24,19,136,10,0
311ED2B8XPvAibaEXe9hYalhCsDQbS6sfm8IQ2Af,1998,Nam, Thành phố Đà Nẵng, PMCL2016.1, CNPM, CLC,2016, D480103, Thành phố Đà Nẵng,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02,5.17,5.91,5.51,4.91,0.0,-1.0,-1.0,-1.0,-1.0,0,5.14,6.56,104,19,15,24,18,16,12,-1,-1,-1,-1,121,6,1
D9987866XPvAibaEXe+5AEinM7he3nNXvaIkjIqo,1997,Nam, Đắk Lắk, KTMT0001, KTMT, CQUI,2016, D520214, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.61,1.97,3.82,5.41,5.9,5.9,4.52,6.7,6.42,6.46,0,6.37,6.37,164,13,12,20,21,4,23,20,4,24,23,156,10,0
3106CF09XPvAibaEXe+/MvKIb2VAVTx3QQbJG8H6,1998,Nam, Đắk Lắk, CNTT0001, KTTT, CQUI,2016, D480201, Tỉnh Đắk Lắk,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.49,5.99,6.06,5.35,7.05,7.09,7.32,7.26,-1.0,-1.0,0,6.86,6.86,160,17,17,21,22,15,21,22,25,-1,-1,125,8,0
3101BB70XPvAibaEXe80NXGyYVtTlvIHGKX6+4B0,1998,Nữ, Nghệ An, HTTT0001, HTTT, CQUI,2016, D480104, Tỉnh Nghệ An, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.13,7.15,8.49,7.08,7.54,7.33,7.63,6.69,7.35,-1.0,0,7.51,7.51,160,17,21,22,24,20,18,18,7,13,-1,140,9,0
D99A9DE5XPvAibaEXe8UGNMJasZG8JEbdfJ7sGlX,1998,Nam, Bạc Liêu, HTTT0001, HTTT, CQUI,2016, D52480104, Tỉnh Bạc Liêu,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.3,6.28,8.38,7.58,8.38,8.52,8.62,7.3,-1.0,-1.0,0,7.78,7.78,138,17,19,19,21,19,18,13,12,-1,-1,140,8,0
D9B44B1CXPvAibaEXe9ASX2YKqk5Aeh+/OS8HqTX,1998,Nam, Bình Thuận, MMTT0001, MMT&TT, CQUI,2016, D480299, Xã Gia An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.04,5.66,6.35,6.68,6.7,7.31,6.84,6.82,6.87,8.0,0,6.92,6.92,156,13,17,23,23,4,18,21,15,13,9,121,10,0
30D530DDXPvAibaEXe9ASX2YKqk5AYS0r+LRs1lV,1998,Nam, Vĩnh Long, MMTT0001, MMT&TT, CQUI,2016, D480299, Tỉnh Vĩnh Long, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.96,5.04,6.66,6.2,5.8,6.89,7.2,6.2,6.08,6.05,1,7.05,7.05,171,17,19,23,22,8,20,20,4,19,19,121,10,0
30D3E6E7XPvAibaEXe8Ve7JqRML75bS5tHExQQga,1998,Nam, Lâm Đồng, MMTT0001, MMT&TT, CQUI,2016, D480299, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.19,6.07,7.57,7.33,7.5,7.26,7.53,6.45,8.4,-1.0,0,7.3,7.3,156,17,21,22,20,22,17,21,6,10,-1,121,9,0
306F1985XPvAibaEXe9A3Yjgh4iPfgyL6Ctm1KIv,1997,Nam, Quảng Trị, KTPM0001, CNPM, CQUI,2016, D480103, Tỉnh Quảng Trị,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.76,6.81,7.7,7.29,5.46,6.49,7.23,6.57,6.99,8.0,0,7.36,7.36,164,17,21,22,21,14,19,18,16,13,3,136,10,0
D9E2D8FDXPvAibaEXe90ZzX2oanjjl4VoJ5+nJxM,1998,Nam, Gia Lai, MMTT2016, MMT&TT, CQUI,2016, D480102, Tỉnh Gia Lai,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54,7.78,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,7.65,8.09,32,17,15,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
31656E5EXPvAibaEXe9N+b7C2VGPszP5c8rfamtp,1997,Nam, Quảng Bình, MMTT0001, MMT&TT, CQUI,2016, D480102, Tỉnh Quảng Bình,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.69,6.96,6.09,6.88,8.26,8.3,7.42,7.29,5.95,8.13,0,7.26,7.41,161,13,17,22,20,7,20,24,14,15,9,121,10,0
35DA89B4XPvAibaEXe/pS44gx8Fm9tOJ1EFCqalV,1998,Nam, Lâm Đồng, MMTT0001, MMT&TT, CQUI,2016, D480102, Huyện Đơn Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.16,4.79,6.4,6.26,5.5,6.6,6.49,4.74,6.4,5.37,0,6.66,6.71,171,13,15,21,20,15,21,20,14,17,15,121,10,0
330A20C4XPvAibaEXe+n4oL3iuTqC+0PyxPF31kr,1997,Nữ, Nghệ An, MMTT2016, MMT&TT, CQUI,2016, D480102, Tỉnh Nghệ An,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.95,5.44,5.3,5.74,4.15,4.24,2.33,0.0,-1.0,-1.0,0,4.19,6.56,126,13,17,4,23,22,16,16,15,-1,-1,121,8,0
D77B1380XPvAibaEXe+zrGHfAUSFaQpSAqeM2bzz,1998,Nam, Lâm Đồng, CNTT2016, KTTT, CQUI,2016, D480201, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.16,1.13,0.82,1.58,6.48,2.82,5.7,3.34,0.0,-1.0,0,3.71,6.99,121,17,19,19,11,10,19,4,13,9,-1,125,9,0
3593E659XPvAibaEXe9DMENNf4iGco/PRxwHxdTN,1998,Nam, Long An, MMTT2016, MMT&TT, CQUI,2016, D480102, Tỉnh Long An, 878/QĐ-ĐHCNTT, 878/QĐ-ĐHCNTT,2020-12-07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.92,6.5,7.28,7.98,7.78,8.31,9.06,8.28,-1.0,-1.0,0,7.7,7.7,148,17,21,22,24,19,23,17,5,-1,-1,121,8,1
D61A8FA6XPvAibaEXe8JRliMuqssCFM/cB1ttK5H,1998,Nữ, Gia Lai, CTTT2016, HTTT, CTTT,2016, D480104, Huyện KBang, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.76,7.71,8.33,8.03,8.4,8.01,7.94,8.15,7.15,8.65,0,8.05,8.05,144,12,13,6,20,20,17,24,13,6,13,121,10,0
D6325697XPvAibaEXe8JRliMuqssCDQkwlJOqjq0,1998,Nam, Thành phố Hồ Chí Minh, MTCL2016.1, KTMT, CLC,2016, D520214, Thành phố Hồ Chí Minh, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.41,7.43,7.04,7.02,8.04,8.38,8.64,9.1,7.6,-1.0,0,7.71,7.71,147,19,21,24,17,15,16,20,5,10,-1,121,9,0
3547A27CXPvAibaEXe/JRR+qhRXMm5LPIyI46Mn9,1998,Nam, Thành phố Hồ Chí Minh, MMTT0001, MMT&TT, CQUI,2016, D480102, Tỉnh Bình Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.84,4.84,7.0,5.92,6.35,3.45,6.18,6.23,5.6,2.25,0,5.22,6.69,169,17,21,7,24,21,8,17,20,18,16,121,10,0
D6527C3BXPvAibaEXe9eYPx3anXXhH8it6AZlLzp,1997,Nam, Khánh Hòa, KTPM0001, CNPM, CLC,2016, D480103, Tỉnh Khánh Hòa,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.89,5.39,7.06,6.1,6.09,5.54,5.89,5.74,3.58,3.43,0,6.48,6.93,178,15,17,23,23,18,22,23,13,17,7,136,10,0
353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l,1998,Nam, Tiền Giang, CNTT0001, KTTT, CQUI,2016, D480201, Huyện Châu Thành,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.92,8.73,8.25,8.03,7.94,8.28,8.69,8.8,-1.0,-1.0,0,8.19,8.19,141,13,15,23,24,23,16,17,10,-1,-1,125,8,0
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,1998,Nữ, Bình Phước, HTCL2016.1, HTTT, CLC,2016, D480104, Tỉnh Bình Phước, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.13,5.3,6.49,7.51,6.95,6.98,7.95,8.11,7.5,8.0,0,7.28,7.28,170,19,19,21,22,23,19,8,22,4,13,121,10,0
34BF2B7BXPvAibaEXe/Ojw5gA+9jXodFlsd3lSfU,1998,Nam, Bình Dương, MMTT2016, MMT&TT, CQUI,2016, D480102, Thị xã Thuận An, 955/QĐ-ĐHCNTT, 955/QĐ-ĐHCNTT,2020-12-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.69,6.02,8.6,7.58,6.69,6.74,9.04,8.31,7.92,-1.0,0,7.47,7.56,155,17,19,4,23,24,17,20,14,17,-1,121,9,0
D6A21559XPvAibaEXe9F2tx/ToPx3LiesgheIR+R,1998,Nam, Đắk Lắk, KTPM2016, CNPM, CQUI,2016, D480103, Thành phố Buôn Ma Thuột, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.78,6.76,6.14,6.97,5.75,7.71,8.4,6.41,7.0,-1.0,1,7.23,7.23,158,13,21,24,20,15,19,17,16,13,-1,136,9,0
D6B1D021XPvAibaEXe8pd25OrRS+bXqdz8jUTEuf,1998,Nam, Trà Vinh, KTMT0001, KTMT, CQUI,2016, D520214, Tỉnh Trà Vinh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.51,4.4,4.49,4.02,7.15,5.77,4.06,7.1,2.68,6.31,0,6.43,6.61,168,17,21,23,16,8,16,20,4,23,20,156,10,0
D6CA403FXPvAibaEXe9WGATIMl02LG50pTmVL/bW,1997,Nam, Bình Dương, HTTT0001, HTTT, CTTT,2016, D480104, Tỉnh Bình Dương,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.19,6.8,6.6,6.6,7.03,6.51,6.69,7.4,7.47,6.61,0,6.89,6.89,147,12,13,6,23,16,17,21,13,9,17,140,10,0
344BD86EXPvAibaEXe90ZzX2oanjjg/JQe7r0lf5,1998,Nam, Quảng Bình, ATTT2016, MMT&TT, CQUI,2016, D480299, Tỉnh Quảng Bình,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,131,1,1
D77BA55CXPvAibaEXe97wmuqTYuV7ZzXGRkYG5x/,1997,Nam, Phú Yên, CNTT2016, KTTT, CQUI,2016, D480201, Tỉnh Phú Yên, 777/QĐ-ĐHCNTT, 777/QĐ-ĐHCNTT,2020-11-12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.58,7.59,8.28,8.11,7.87,8.51,9.17,9.69,-1.0,-1.0,1,8.29,8.29,144,17,19,23,18,19,18,17,13,-1,-1,125,8,1
D6D49AA7XPvAibaEXe9gcLLHJLBBnRYB6m6WhcfJ,1998,Nữ, Bình Định, KTPM0001, CNPM, CLC,2016, D480103, Tỉnh Bình Định,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.37,5.39,6.26,7.06,6.06,6.81,6.18,7.94,6.82,2.0,0,6.95,6.95,167,19,19,24,19,14,15,20,17,17,3,136,10,0
342257EAXPvAibaEXe/aqMXYDLKHR3SjNQBzsJDf,1998,Nam, Lâm Đồng, KHMT2016, KHMT, CQUI,2016, D480101, Huyện Di Linh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.54,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,2.54,0.0,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,1,1
3416D220XPvAibaEXe8CN9MRovh0mLY3bVc0kDr6,1998,Nam, Hà Tĩnh, HTTT0001, HTTT, CTTT,2016, D480104, Tỉnh Hà Tĩnh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.72,4.81,6.2,5.24,6.57,6.24,7.59,6.6,7.06,6.6,0,6.56,6.56,146,12,13,6,18,20,17,24,4,19,13,140,10,0
D6EC50FBXPvAibaEXe8K9VKm2afHLbphXNTsojae,1998,Nam, Thành phố Hồ Chí Minh, HTTT0001, HTTT, CTTT,2016, D480104, Thành phố Hồ Chí Minh,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.19,6.64,5.53,6.06,7.01,6.44,6.79,7.02,7.5,4.91,0,6.63,6.63,144,12,13,6,18,20,17,24,13,6,15,140,10,0
D6F5BEF7XPvAibaEXe+MMervxP1vAHvM1MwhSFCY,1998,Nữ, Quảng Bình, MMTT0001, MMT&TT, CQUI,2016, D480102, Tỉnh Quảng Bình, 354/QĐ-ĐHCNTT, 354/QĐ-ĐHCNTT,2021-06-09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.81,7.09,8.15,7.69,7.61,8.95,8.67,7.67,8.57,-1.0,1,7.98,7.98,148,17,19,24,19,15,16,14,14,10,-1,121,9,0
33C734B5XPvAibaEXe+/1KYXP+fweL6Sr/n8oIDs,1998,Nam, Gia Lai, CNTT2016, KTTT, CQUI,2016, D480201, Tỉnh Gia Lai, 955/QĐ-ĐHCNTT, 955/QĐ-ĐHCNTT,2020-12-30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54,7.72,9.28,9.09,7.92,8.6,8.66,8.6,-1.0,-1.0,1,8.41,8.41,141,17,21,22,16,20,18,17,10,-1,-1,125,8,1
33BAB02CXPvAibaEXe9TpEyDfKIVdepPvHRN0/0F,1994,Nam, Bình Thuận, KHTN2016, KHMT, CNTN,2016, D480101, Tỉnh Bình Thuận,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.18,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,5.93,7.18,23,19,4,-1,-1,-1,-1,-1,-1,-1,-1,121,2,1
3394B9B1XPvAibaEXe8eJZh5OyStbKQBuSNJjYuq,1998,Nam, Quảng Nam, PMCL2016.2, CNPM, CLC,2016, D480103, Tỉnh Quảng Nam, 189/QĐ-ĐHCNTT, 189/QĐ-ĐHCNTT,2021-01-04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.69,8.15,8.95,8.07,8.04,8.76,8.62,8.59,8.9,-1.0,0,8.51,8.51,154,19,21,19,17,17,19,17,15,10,-1,121,9,0
